ru,en,predictions,comet_score
Материал и методы.  Исследование проводили на 73 крысах-самцах.,Studies of such properties are currently focused on metformin and dipeptidyl peptidase-4 (DPP-4) inhibitors.,Исследование таких свойств в настоящее время представлено на применения препаратов метформина и дипептидильной пептидазы (4-я г,0.38487204909324646
"Превентивная ДТЧ расценивалась как оправданная, если в послеоперационом периоде наблюдались признаки отека мозга.",DC was performed in 8 patients.  RESULTS,Результаты.,0.38479000329971313
Свыше 93% врачей челюстно-лицевых хирургов работают в стационарах.,Over 93% of maxillofacial surgeons work in hospitals.,В хронических случаях проводится в стационарах с хроническими структурами с препараторами доходов исследования всех пациентов,0.38460132479667664
Диагностика и лечение зубоальвеолярной формы мезиальной окклюзии у детей 6-12 лет - актуальная проблема в ортодонтии.,"[Orthodontic treatment of malocclusion Class III in patients aged 6-12 by Postnikov appliance, face mask and bracket system].",Цель исследования.,0.3839211165904999
"Критериями включения были компенсация сопутствующей соматической патологии, отсутствие значимых стрессовых событий в течение года, отсутствие депрессии.  Применяли клинико-психопатологический и психометрический методы: шкалу Гамильтона для оценки тревоги (HAM-A), гериатрический опросник депрессии (GDS), краткую шкалу оценки психического статуса (MMSE), шкалу общего клинического впечатления (CGI-S, CGI-I), шкалу оценки стрессовых жизненных событий.",MATERIAL AND METHODS,Материал и методы.,0.3836076557636261
"Образцы, заключенные в эпоксидную смолу, изучали методом световой и сканирующей электронной микроскопии по оригинальной методике.","A Uniline bioconduit (BC) ('Neocor', Kemerovo) removed from the heart in the mitral position at 7.2 years after implantation was investigated.  Heart valve leaflets were fixed in a buffered 4% paraformaldehyde solution and imbedded in paraffin or epoxy resin.","Проведено исследование показателей сердечного клапана ('Неокор', Кемеротом'), удаленных из сердца в хронической позиции препара",0.38254818320274353
"Механическую желтуху моделировали по авторской методике на 48 минипигах, морфофункциональные особенности эритроцитов изучали с помощью атомно-силового микроскопа ИНТЕГРА Аура фирмы NT-MDT (Россия, Зеленоград).  Гистологические срезы окрашивали гематоксилином и эозином.",AIM,Материал и методы.,0.3822804391384125
"В течение шестимесячного периода последующего наблюдения фармацевт проводил опросы пациентов для выявления случаев повторной госпитализации, связанной с приемом назначенных лекарственных препаратов.","Data from 361 patients in the intervention group and 354 patients in the control group were available for analysis.  Resolutions of drug-related problems were higher in the intervention group than in the control group (57.6%; 592/1027, versus 13.2%; 161/1217; P < 0.001) and the medication was more appropriate in the intervention group.","Решение проблем препаратов, связанных с наркологической группой, было выше выше в группе препаратов, чем в контрольной группе",0.3822171986103058
Наряду с сероводородом грязи содержат биологически активные бром и бор.,"In addition, they contain biologically active bromine and borates, besides hydrogen sulphide.","Кроме того, проведены биологически активные бромы и бораты, помощью проходного хронического лечевого прохода.",0.38129884004592896
"К числу факторов, ограничивающих применение результатов исследования, можно отнести средне-высокий уровень благосостояния, медицинского послеоперационного ухода больных, чьим местом жительства в подавляющем большинстве случаев являются Москва и Московская область, отличающиеся сравнительно высокими показателями доступности и качества медицинской помощи.",The results of the present study are on the whole comparable with the data reported by other authors although its design was different from that of the majority of the published studies in that our patients were allocated to different subgroups for the further personalization of the methods applied to restore the gait stereotype.  The factors limiting the use of the results of this study include the medium-high level of the patients' welfare most of whom are residents of the city of Moscow and Moscow region characterized by a relatively high quality and accessibility of health care.,"Результаты исследования в целом сопоставимы с данными других авторов, хотя его составление от большинства опубликованных иссл",0.38114890456199646
Дополнительно оценивали эффективность умственной работоспособности по тесту Шульте.,The decrease in fatigue intensity by 30-50% was observed in 3/4 of patients of the main group.,Снижение интенсивности установления на 30-50% отмечено у 3/4 больных основной группы в группе более выше выше.,0.3810466229915619
Статистическую обработку полученных данных проводили методом вариационной статистики с использованием t-критерия Стьюдента.,The variance analysis with the use of Student's t-test was employed for the statistical treatment of the data obtained.,Для статистического лечения полученных данных препаратом препаратов с применением двигательственности повреждений препаратов,0.38092535734176636
"Надорганизменные системы, которые освободились от необходимости стареть, есть.",Supra-organismal systems having been freed from the necessity to age exist.,"Необходимо проведение организмальных систем, обусловленных от необходимости возрастных подходов, проходящихся в вопросновой с",0.38088080286979675
"Преимущества занятий финской ходьбой для здоровья человека делают данный вид активности перспективным для изучения в старшей возрастной группе и дальнейшего внедрения в гериатрическую практику для повышения общего уровня физической активности, пропаганды здорового образа жизни и правильного подхода к здоровью.","Advantages of Nordic walking for health make this activity very promising for further studies in the group of elderly people and its introduction into the geriatric practice to make elderly people more physically active, to promote healthy life style and proper attitude towards health.",Цель исследования.,0.3807890713214874
"В различных экспериментальных исследованиях было установлено, что радиационное облучение оказывает негативное воздействие на процессы сперматогенеза.",[The ultrastructure of Sertoli cells and spermatogonia in the rats exposed to radiation under conditions of therapeutic and prophylactic application of low-intensity electromagnetic emission].  BACKGROUND,Результаты и заключение.,0.3794216811656952
На сегодняшний день 542 медицинских работника из 53 медицинских центров в 24 районах прошли подготовку по вопросам комплексного управления заболеваемостью.,"In 2014, only 24% (87) of the 363 health facilities surveyed provided lymphatic filariasis services, while 12% (44) provided podoconiosis services.  RELEVANT CHANGES","В 2014 году были выполнены лимфатические филяриазы, а также применение для применения клинических пациентов с помощью клиническог",0.3790374994277954
Введение.,[Bronchial fistula management.  Is the exit found?],"В статье представляются суточные своевременные своевременности в том, чтобая слуха восстановления слуховой створы в течение в",0.378854900598526
"Центральный отдел вестибулярной системы тесно взаимодействует с другими афферентными системами, формируя мультисенсорную структуру высших мозговых функций.","The central vestibular system includes parietal temporal cortex and insular, anterior intraparietal sulcus, posterior parietal and medial parts of the superior temporal gyrus, singular gyrus retrosplenial cortex, hippocampus and parahippocampal area.","Центральная вестибулярная система включает другие височные коры и инсультные, передние интрапарительные сульты, задние прочны",0.3787597715854645
"Катастрофически высокие расходы были наиболее распространены среди семей, в которых проживали только люди в возрасте 60 лет и старше: скорректированное отношение шансов (сОШ) составило 3,26 (95%-й доверительный интервал, ДИ: 2,76–3,84) по сравнению с семьями без пожилых людей или детей моложе 5 лет.","Overall, the proportion of catastrophic health expenditure increased 1.47-fold between the 1993-1994 expenditure survey (12.4%) and the 2011-2012 expenditure survey (18.2%) and 2.24-fold between the 1995-1996 utilization survey (11.1%) and the 2014 utilization survey (24.9%).  The proportion increased more in the poorest than the richest quintile: 3.00-fold versus 1.74-fold, respectively, across the utilization surveys.","В целом сроки показатели катастрофических расходов здравоохранения выявлены в 1,68 раза среди обследования по обследованию сред",0.37748095393180847
"Роговица - относительно небольшая по площади и объему часть фиброзной оболочки глаза - по разнообразию функций является уникальной структурой.  По строению роговица существенно отличается от других структур, также выполняющих защитно-каркасные функции, обеспечивая возможность светопропускания и существенного в доле общей физической рефракции глаза светопреломления.",[Corneal transparency: anatomical basis and evaluation methods].,Цель исследования.,0.3771267831325531
В исследовании изучали влияние пептидного биорегулятора сосудов «Славинорм» на микроциркуляцию в коре головного мозга у спонтанно гипертензивных крыс разного возраста (6 и 12 мес).,[Functional cumulation of influence of vascular peptide bioregulator on microcirculation in the brain cortex of spontaneously hypertensive rats.],Цель исследования.,0.37704792618751526
У 36 пациентов система использовалась при проведении эндоскопических вмешательств.,"In 36 patients, the system was used for endoscopic interventions.",У 36 пациентов с хроническими препаратами проведение системы препарата препаратом препаратов препарата препаратов с последствие,0.37674036622047424
"В 82% случаев ОПР компенсировались к окончанию подросткового возраста.  В остальных случаях ОПР проявлялись или сопровождались выраженным снижением интеллекта, безремиссионным течением пароксизмальных состояний, декомпенсированным психопатоподобным синдромом.","In 82% of patients, OMD reduced by the time of adulthood.","У 82% пациентов выявлено, что выраженные время поведенческого возраста повреждения повреждений двух временных временностей верх",0.3762986958026886
"Ускорение темпов старения населения Санкт-Петербурга и России ведет к новой демографической ситуации, которая требует принятия соответствующих мер экономической и социальной направленности.","RLE 15 (proportion of population with remaining life expectancy 15 years or less), POADR (prospective old-age dependency ratio), population average remaining years of life (PARIL).  Prospective aging indicators are compared with their traditional analogues.",Показатели препарата с помощью положительного старения препаратов с помощью старческого возраста (противоспалительного возраст,0.37567970156669617
"Политика некоторых стран с низким бременем не соответствовала рекомендациям ВОЗ: в девяти странах (13,2%) рекомендована профилактика туберкулеза для путешественников, выезжающих в страны с высоким бременем, и в 10 (14,7%) — для пациентов, перенесших абдоминальное хирургическое вмешательство.","Screening for children aged < 5 years with household tuberculosis contact was the policy of 25 (83.3%) high- and 28 (41.2%) low-burden countries.  In most high-burden countries the recommendation was symptom screening alone before treatment, whereas in all low-burden countries it was testing before treatment.","В большинстве стран наблюдений высокой недостаточностью была рекомендована в том числе до лечения, во всех странах с недостат",0.37453582882881165
Повторный осмотр военнослужащих проведен спустя 12 мес.,In the presence of orthodontic appliances standard oral care products were not enough to maintain proper oral health.,На фоне ортодонтических технологий стандартная подходная подходная подходка проходимости препарата по повреждению хронической,0.3743453323841095
Он используется в течение достаточно длительного времени и хорошо апробирован.,"It has been used long enough and is, therefore, well tested.",Он использован достоверно длительный и препаратный препараты препаратов препарата препарата препарата препаратов препарата с,0.3716347813606262
"На министерской конференции Всемирной торговой организации (ВТО) в 2001 году была принята Дохинская декларация «Соглашение по ТРИПС (Соглашение по торговым аспектам прав на интеллектуальную собственность) и общественное здравоохранение».  Декларация подтвердила значение прав на интеллектуальную собственность как для разработки новых лекарственных средств, так и для цен на лекарства.",The 2001 Ministerial Conference of the World Trade Organization (WTO) adopted the Doha Declaration on the TRIPS (Trade-Related Aspects of Intellectual Property Rights) Agreement and Public Health.,На министерской концентрации Всей торговой организации (ВТО) в 2001 году проводили Дохиранскую Декарственную декларственную декарс,0.37044379115104675
"В настоящее время частота возникновения неврозов у детей увеличивается, что связано с ростом стрессогенных факторов.",[The application of the acupuncture techniques for the combined treatment of neurotic tics in the children].,Цель исследования.,0.36947518587112427
Терапия проводилась в течение 2 мес: нейроферон назначался по 1 таблетке 3 раза в день.,A multifaceted study of speech disorders using several methods was conducted.,Проведено интральственное исследование нарушений речевых расстройств с применением распространенных препаратов препаратов с п,0.36938706040382385
"Изучили структуру губчатого вещества спинки турецкого седла, ската черепа, инволюцию конфигурации позвонков в срединном атлантоосевом суставе, а также лобных и клиновидных пазух.",The objective of the present study was to determine the biological age of the unrecognized individuals based on the analysis of CT-scanograms of the skull and the craniovertebral region in the sagittal projection.,Цель исследования - определить биологический возраст независимых лиц на основании анализа КТ-сканограмм препарата препарата кр,0.3693586587905884
"У детей с миопией отставание ОАО вблизи было выше, чем в зоне дальнего видения.","In all myopic children, accommodative lag was longer at near than at distance.","У детей с миопической миопией отсложнение аккомодационного отставления было выше, чем в хронической схеме в хрони в хрони кро",0.36865976452827454
Исследования репродуктивной токсичности препарата Кагоцел показали отсутствие влияния на сперматогенез.  В серии экспериментальных работ по изучению отдаленных последствий использования препарата при различных схемах его применения подтверждено отсутствие его негативного влияния на органы репродукции и на развитие потомства подопытных крыс.,Investigations of the reproductive toxicity of Kagocel have showed no effect on spermatogenesis.,Исследование репродуктивной токсичности препарата Кагоцел препарата с препаратом препарата препарата с препаратом препарата с,0.36820533871650696
В исследовании приняли участие 126 пациентов с наличием клинически значимой астении и легких или умеренных когнитивных нарушений.,To study the efficacy and safety of divasa in elderly and senile subjects with asthenic and mild to moderate cognitive disorders.  MATERIAL AND METHODS,Материал и методы.,0.3661152720451355
"В исследование включили 24 больных, находящихся в ремиссии ММ, у которых в дебюте отмечалась секреция моноклональных ЛЦ.","The investigation enrolled 24 patients in MM remission, who were observed to have monoclonal LC secretion at onset.",В исследование включены 24 пациента в хроническую хирургию препарата препарата препаратов препарата препарата с помощью длитель,0.3659638464450836
Проведено слепое плацебо-контролируемое рандомизированное исследование.,To evaluate the efficacy of cytoflavin in the complex therapy of disseminated encephalomyelitis in children.,Оценить эффективность препарата цитофлавин в комплексной терапии дисфункцированного функционального функционального депрессир,0.36551254987716675
"Послеоперационные осложнения составили 4,4%.",The follow-up period was up to 36 months.,Период наблюдения после наблюдения до 36 мес до лечения сухи для после переночного возраста длительно длительно длительно.,0.36540576815605164
"С 2005 по 2015 г. в торакальном отделении клиники общей хирургии Волгоградского государственного медицинского университета находились на лечении 317 больных с первым эпизодом спонтанного пневмоторакса.  Больные были разделены на две группы: у 79 человек использовался торакотомный доступ, в 238 наблюдениях операция выполнялась с использованием малоинвазивных технологий.",AIM,Материал и методы.,0.3642955720424652
"На ранних стадиях большинство пациентов с БА наблюдаются неврологом, а дифференциальная диагностика проводится с широким спектром нейродегенеративных заболеваний.","In the early stages of AD, patients are mostly managed by neurologists and differential diagnosis is carried out with a variety of neurodegenerative diseases.  The authors present clinical criteria of AD diagnosis and consider diagnostic possibilities in the predementia stage using biological markers.",В статье представлены клинические критерии клинической клинической клинической клинической клинической клинической клиническо,0.3616848289966583
"ИГХ-метод показал наличие в образцах эндотелиоцитов, макрофагов, гладких миоцитов, фибробластов.","For this, the samples were ground and polished, then stained with toluidine blue and basic fuchsin or contrasted with uranyl acetate and lead citrate.  RESULTS","Для этого образцы были наличием и опросникованы, а также окрашением с помощью толюидина синного и базового фукционального фук",0.36139407753944397
"К исследованию были привлечены путешественники с клиническими симптомами, консультирующиеся в нашей клинике, и наличие инфекции у них было подтверждено с помощью метода полимеразной цепной реакции (ПЦР) с обратной транскриптазой (ОТ) или теста на реакцию нейтрализации вируса.  Еженедельно в клинике или на дому у участников получали образцы спермы.",Methods,Материалы и методы.,0.3613070845603943
"Экспериментальную стрельбу осуществляли с дистанций 0-60 см из автомата Калашникова (АКС-74У) патронами 5,45×39 мм (7Н6); пистолета Макарова патронами 9×18 мм и револьвера Наган патронами ЧЕЛП-1000 по 5 выстрелов из каждой модели оружия.","At the final stage, ionol was introduced, and the mixture was poured into a mold measuring 70×70×210 mm with its subsequent cooling down to 40 degrees Celsius during 10-12 hours.  The experimental shooting was effected from the Kalashnikov AKS-74U assault rifle using the 5.45×39 mm (7H6) cartridges, Makarov pistol using the 9×18 mm cartridges and Nagant pistol using the CHELP-1000 cartridges.",Экспериментальная степень проводилась из автоматики Калашовикина для автора АКШ-74У с применением авторов Калашовикина (АКШ-74У),0.36086103320121765
"Некоторые положения закона распространяются на фармацевтов, работающих в аптеках, но качество их назначения и отпуска лекарственных средств, по-видимому, в значительной степени зависит от их компетенции.","Although the 1987 Drug Act classified most antibiotics as ""dangerous drugs"", it only classified a few of them as prescription-only medicines and placed no restrictions on the quantities of antibiotics that could be sold to any individual.","Хотя в закономерном препарате заболевания 1987 г. большинство антибиотиков как «формирующие препараты», несколько из них как препа",0.3595283329486847
Проведено цитологические исследования в условиях модели глутаматного стресса в культуре зернистых нейронов мозжечка.,To study a neuroprotective effect of mexidol on the cell model of glutamate stress.,Материал и методы.,0.3583078682422638
"Используя такие анатомические ориентиры, как интрадуральные отверстия отводящих и языкоглоточных нервов, область ската можно условно разделить на верхнюю, среднюю и нижнюю трети.","Currently, we have clinical material from more than 120 surgical patients with various skull base tumors of the clival region and ventral posterior cranial fossa (chordomas, pituitary adenomas, meningiomas, cholesteatomas, etc.) who were operated on using the endoscopic transclival approach.  RESULTS",В настоящее время установлен клинический материал более 120 хирургических пациентов с различными основаниями основной области че,0.35810962319374084
"В этой статье мы описываем, как существующие лабораторные системы для диагностики туберкулеза могут быть расширены путем включения методов определения лекарственной устойчивости к противомикробным препаратам.","Many low- and middle-income countries facing high levels of antimicrobial resistance, and the associated morbidity from ineffective treatment, also have a high burden of tuberculosis.  Over recent decades many countries have developed effective laboratory and information systems for tuberculosis control.",За последние десятилетия в хронических странах при хронической хронической хронической хронической хронической системы препар,0.3549307882785797
"В процессе использования системы были выявлены факторы, влияющие на точность навигации и требующие дополнительного контроля со стороны хирурга.  Цель исследования - оценить практическое использование электромагнитной навигации при хирургическом лечении пациентов с различными патологическими процессами головного мозга.",PURPOSE,Материал и методы.,0.353506475687027
"Они охватывали 74 исследования, проведенные в период между 1995 и 2014 годами, включая в общей сложности 202 607 представителей сексуальных и гендерных меньшинств.","These covered 74 studies conducted between 1995 and 2014, including a total of 202 607 sexual and gender minority participants.  The quality of data was relatively poor due to a lack of standardized measures and sometimes small and non-randomized samples.",Качество препаратов сексуально препаратов препаратов препаратом проводилось недостаточно при выполнении стандартизованных мет,0.3534199595451355
При этом предлагаемый способ отличается еще и высокой чувствительностью,Creation of germs library and device portability makes use of laser diagnostic for express-indication purulent infections possible directly in clinical conditions.,При создании препаратов выполнения гнойных гнойных препаратов выполняется применение препаратов выраженной группы гнойной гру,0.3531924784183502
"Процесс старения связан с потерей мышечной массы, силы и дисфункцией факторов роста.",The effect of resistance training on quadriceps muscle volume and some growth factors in elderly and young men.,Цель исследования.,0.3530750870704651
Цель исследования.  Комплексное изучение течения язвенной болезни желудка (ЯБЖ) и двенадцатиперстной кишки (ДПК) с сопутствующей хронической дуоденальной недостаточностью (ХДН).,[Characteristics of the course of gastric and duodenal ulcer disease concurrent with duodenal insufficiency].,Цель исследования.,0.35287532210350037
"Цель исследования.  Оценить эффективность предоперационной цитопротекции церебролизином при кардиохирургических вмешательствах без аппарата искусственного кровообращения, а также проанализировать аспекты перестройки мозгового кровообращения в послеоперационном периоде в группах с фармакологическим прекондиционированием церебролизином и без него.",[The efficacy of prevention of postoperative cognitive dysfunction in cardiac surgeries with the use of the cerebrolysin].,Цель исследования.,0.35067737102508545
"В представленном обзоре литературы психические расстройства, наблюдающиеся у больных с лимфомой Ходжкина (ЛХ), описываются дифференцированно с выделением психотических состояний, аффективных непсихотических нарушений и психогенных (нозогенных) реакций.  Психотические расстройства включают аффективные, бредовые состояния, делириозное помрачение сознания.",[Mental disorders in Hodgkin's Lymphoma].,Цель исследования.,0.3494984805583954
Результаты и заключение.,Patients were treated with agomelatine in average therapeutic doses.,Пациенты получали агомелатин в среднем терапиологических дозах по шкалам полученных подходов по повреждению с последствием по,0.3493371605873108
"При ТФР помимо характерных для ГТР нарушений выявлено снижение продуктивности процессов определения понятий, при ТИР - избегание развертывания последовательности действий для решения задач, снижение направленности на реализацию сложных программ, что приводит к снижению ряда показателей продуктивности аналитико-синтетической деятельности.","In AHD patients, there was a decrease in analytic and synthetic abilities.",У пациентов с СДР отмечалось снижение препаратов реализации и синтетических возможностей с препаратами кровотечения препарато,0.3489137589931488
"В исследование включены 66 мужчин и 34 женщины (всего 100 пациентов) в возрасте от 20 до 70 лет (средний возраст респондентов 36,34 и 39,53 года соответственно), получавших стоматологическую хирургическую помощь в государственных и муниципальных стоматологических поликлиниках.","A questionnaire survey was conducted in 3 regions of Russian Federation: European (Moscow, Tula, Tambov, Kaluga, Volgograd), North (Saint-Petersburg, Novgorod, Tver) and South (Armavir, Derbent, Kaspiysk, Kislovodsk, Makhachkala, Pyatigorsk, Rostov, Sochi, Stavropol).  Sixty-six males and 34 females undergoing surgical dental treatment in public and municipal dental clinics (total number - 100 patients) at the age of 20 to 70 years (an average age was 36,3 and 39.5, respectively) were included in the study.","Опросник проводили в 3 регионах Российской Федерации: евродское (изменение, Тула, Тамбов, Кальоград, Волгорский, Волгорский), се",0.3479996621608734
"Осуществленные перемены  На основе информации, полученной из наших стационарных журналов, мы выявили шесть пациентов старше младенческого возраста со столбняком среди пациентов мужского пола с обрезанием в недавнем анамнезе.","Bugando Medical Centre, which is one of four teaching referral hospitals in the United Republic of Tanzania, has a 13-bed intensive care unit that manages all admitted patients with tetanus.  Within the United Republic of Tanzania, formal programmes of tetanus immunization are targeted at infants or women.","В объективной Республике препарата препаратов проводится клиническое исследование, которое проведено в области компьютерного",0.3473929464817047
"Однако существуют опасения, что некоторые из этих технологий могут также ограничивать свободу передвижения и вмешиваться в частную жизнь.","Assistive technologies can clearly play an important role in supporting social engagement, decision-making and advance planning by people living with dementia.","Важной ролью в подддержке социального вовремения, решения и планирования с помощью субъективных технологий может через выполн",0.3468168079853058
Диагноз часто упускается у детей и подростков.,They are especially frequently overlooked in the children and adolescents.,Дети и детей с подросткованиями подростков с другими препаратами повреждения препаратов с подросткованиями подростков.,0.34658896923065186
"В условиях эксперимента наблюдали значительные изменения клеточного состава лимфоидных узелков, характер которых зависел от стрессоустойчивости животного и срока эксперимента.",Lymphoid formations of the tracheal wall (an area near the bifurcation of the organ) were investigated in 98 male Wistar rats using histological methods.  RESULTS AND CONCLUSION,Заключение. Выводы.,0.3465084433555603
Проанализированы результаты лечения 596 пострадавших с ранениями груди.,596 victims with thoracic injuries were enrolled.,В точке точной группы выше выше выше выше выше в течение вероятной группы.,0.3463149964809418
"Длительность наблюдения в 1-й паре составила 3 мес, во 2-й и 3-й - 1 мес.","With regard to response to melatonin, patients of the main groups were divided into responders and non-responders.","При ответете на мелатонин больные основных групп были разделены на группы пациентов, подтвержденных группами в группу в групп",0.34603050351142883
Результаты и заключение.,Forty patients with focal muscular dystonia were examined.,Обследовали 40 пациентов с фокальными мышечными дистоническими подходами в хронических группах по шкалам с помощью двигательных,0.34389200806617737
"Полученные результаты свидетельствуют о значимом увеличении объема активных движений в основной группе, снижении двигательной компенсации со стороны крупных мышц плечевого пояса при выполнении движений (достижение объекта и его последующего захвата) паретичной рукой.  Кроме того, проведение занятий с использованием разгрузки паретичной руки способствовало большей интенсивности тренировочного процесса (увеличению повторов упражнений) без чрезмерного утомления пациента, что, в свою очередь, давало возможность увеличивать продолжительность занятий.","Also, only patients of the main group, improved daily living skills evaluated based on the Frenchay Arm test (FAT) (p<0.005).","Также только пациенты основной группы, улучшили суточную суточность животных научных учреждений по поводу хронического период",0.3429618179798126
Рапа и грязи озер могут использоваться в химическом и косметологическом производствах.,Both leaches and peloids are extensively used in chemical industry and cosmetology.,В хронической хронической и хронической хронической хронической хирургии и хронической хронической хрони.,0.3426699638366699
Цель исследования - анализ клинических проявлений при различных формах деструкции в области больших коренных зубов нижней челюсти.  В исследование вошли 54 больных в возрасте от 20 до 66 лет с одонтогенными деструктивными процессами альвеолярной части нижней челюсти в области моляров.,[Clinical and radiological features of inflammatory lesions in the lower molars area].,Цель исследования.,0.3423771560192108
